FRACHOURS, 2SIGMALO, 2SIGMAHI, 3SIGMALO, 3SIGMAHI, 4SIGMALO, 4SIGMAHI
296.5,1.6,15.36,-1.84,18.8,-5.28,22.24
296.54,1.89,16.49,-1.76,20.14,-5.42,23.79
296.58,1.89,17.16,-1.93,20.97,-5.74,24.79
296.62,1.97,16.95,-1.77,20.7,-5.51,24.44
296.67,1.93,16.36,-1.67,19.96,-5.28,23.57
296.71,1.63,15.61,-1.87,19.11,-5.36,22.61
296.75,1.19,14.79,-2.21,18.19,-5.61,21.59
296.79,0.81,14.11,-2.51,17.44,-5.84,20.76
296.83,0.49,13.61,-2.78,16.89,-6.06,20.17
296.88,0.21,13.22,-3.04,16.47,-6.3,19.73
296.92,-0.06,12.9,-3.3,16.14,-6.54,19.38
296.96,-0.33,12.67,-3.57,15.92,-6.82,19.17
297.0,-0.55,12.47,-3.8,15.72,-7.05,18.98
297.04,-0.73,12.28,-3.98,15.53,-7.23,18.79
297.08,-0.91,12.14,-4.17,15.4,-7.43,18.66
297.12,-1.08,11.98,-4.34,15.25,-7.61,18.51
297.17,-1.23,11.83,-4.49,15.1,-7.76,18.37
297.21,-1.38,11.7,-4.65,14.97,-7.92,18.24
297.25,-1.54,11.59,-4.82,14.87,-8.1,18.15
297.29,-1.67,11.51,-4.96,14.81,-8.26,18.1
297.33,-1.57,11.63,-4.87,14.93,-8.18,18.24
297.38,-1.11,12.15,-4.42,15.47,-7.74,18.78
297.42,-0.26,12.99,-3.57,16.31,-6.88,19.62
297.46,0.72,14.08,-2.62,17.42,-5.96,20.75
297.5,1.4,15.24,-2.06,18.7,-5.52,22.16
297.54,1.69,16.36,-1.98,20.03,-5.64,23.7
297.58,1.7,17.02,-2.14,20.85,-5.97,24.68
297.62,1.77,16.84,-2,20.61,-5.77,24.37
297.67,1.71,16.26,-1.93,19.9,-5.56,23.54
297.71,1.41,15.53,-2.11,19.06,-5.64,22.58
297.75,0.99,14.71,-2.44,18.13,-5.86,21.56
297.79,0.62,14.03,-2.73,17.39,-6.08,20.74
297.83,0.31,13.54,-3,16.85,-6.3,20.16
297.88,0.04,13.14,-3.23,16.42,-6.51,19.7
297.92,-0.2,12.82,-3.46,16.08,-6.72,19.33
297.96,-0.46,12.59,-3.72,15.85,-6.99,19.12
298.0,-0.67,12.39,-3.94,15.65,-7.2,18.92
298.04,-0.85,12.21,-4.11,15.48,-7.38,18.74
298.08,-1.02,12.08,-4.3,15.35,-7.57,18.63
298.12,-1.18,11.92,-4.46,15.2,-7.74,18.48
298.17,-1.33,11.78,-4.61,15.06,-7.89,18.34
298.21,-1.48,11.65,-4.76,14.93,-8.05,18.21
298.25,-1.63,11.53,-4.93,14.82,-8.22,18.12
298.29,-1.76,11.46,-5.07,14.76,-8.37,18.07
298.33,-1.67,11.58,-4.99,14.89,-8.3,18.21
298.38,-1.23,12.1,-4.56,15.43,-7.89,18.76
298.42,-0.39,12.93,-3.73,16.26,-7.06,19.6
298.46,0.55,14.01,-2.81,17.37,-6.17,20.73
298.5,1.22,15.16,-2.27,18.64,-5.75,22.13
298.54,1.51,16.27,-2.18,19.95,-5.87,23.64
298.58,1.51,16.91,-2.34,20.76,-6.19,24.61
298.62,1.56,16.74,-2.23,20.53,-6.02,24.32
298.67,1.5,16.18,-2.17,19.85,-5.84,23.52
298.71,1.21,15.45,-2.36,19.02,-5.92,22.58
298.75,0.8,14.65,-2.67,18.11,-6.13,21.57
298.79,0.44,14,-2.95,17.38,-6.34,20.77
298.83,0.14,13.51,-3.2,16.85,-6.55,20.19
298.88,-0.12,13.11,-3.42,16.42,-6.73,19.73
298.92,-0.35,12.8,-3.64,16.08,-6.93,19.37
298.96,-0.6,12.57,-3.9,15.87,-7.19,19.16
299.0,-0.82,12.37,-4.11,15.67,-7.41,18.97
299.04,-0.99,12.2,-4.29,15.5,-7.58,18.8
299.08,-1.16,12.07,-4.46,15.37,-7.77,18.68
299.12,-1.31,11.92,-4.62,15.23,-7.93,18.53
299.17,-1.45,11.78,-4.76,15.08,-8.07,18.39
299.21,-1.59,11.65,-4.9,14.96,-8.21,18.26
299.25,-1.74,11.53,-5.05,14.84,-8.37,18.16
299.29,-1.87,11.45,-5.2,14.78,-8.53,18.11
299.33,-1.78,11.57,-5.12,14.9,-8.46,18.24
299.38,-1.36,12.07,-4.71,15.43,-8.07,18.79
299.42,-0.56,12.9,-3.92,16.26,-7.29,19.63
299.46,0.37,13.95,-3.03,17.35,-6.43,20.75
299.5,1.02,15.07,-2.5,18.58,-6.01,22.09
299.54,1.31,16.15,-2.4,19.86,-6.11,23.57
299.58,1.32,16.76,-2.54,20.62,-6.4,24.48
299.62,1.37,16.59,-2.44,20.4,-6.25,24.21
299.67,1.28,16.06,-2.41,19.75,-6.1,23.45
299.71,0.99,15.36,-2.6,18.95,-6.19,22.54
299.75,0.59,14.56,-2.9,18.06,-6.39,21.55
299.79,0.25,13.93,-3.17,17.35,-6.59,20.77
299.83,-0.05,13.46,-3.42,16.84,-6.8,20.22
299.88,-0.29,13.08,-3.63,16.42,-6.97,19.76
299.92,-0.52,12.77,-3.84,16.09,-7.16,19.41
299.96,-0.76,12.55,-4.09,15.88,-7.41,19.21
300.0,-0.96,12.37,-4.29,15.7,-7.62,19.03
300.04,-1.13,12.21,-4.46,15.54,-7.79,18.87
300.08,-1.29,12.08,-4.63,15.42,-7.97,18.76
300.12,-1.44,11.94,-4.79,15.28,-8.13,18.63
300.17,-1.58,11.8,-4.92,15.14,-8.27,18.48
300.21,-1.72,11.66,-5.06,15.01,-8.41,18.35
300.25,-1.87,11.55,-5.22,14.91,-8.58,18.26
300.29,-2,11.48,-5.37,14.85,-8.74,18.22
300.33,-1.92,11.6,-5.31,14.98,-8.69,18.36
300.38,-1.51,12.08,-4.91,15.48,-8.31,18.88
300.42,-0.74,12.86,-4.14,16.26,-7.54,19.66
300.46,0.16,13.87,-3.26,17.3,-6.69,20.72
300.5,0.79,14.97,-2.75,18.51,-6.29,22.06
300.54,1.08,16.03,-2.66,19.77,-6.4,23.51
300.58,1.1,16.64,-2.79,20.52,-6.67,24.4
300.62,1.15,16.48,-2.68,20.31,-6.52,24.14
300.67,1.07,15.97,-2.66,19.69,-6.39,23.42
300.71,0.77,15.28,-2.86,18.9,-6.48,22.53
300.75,0.39,14.5,-3.14,18.03,-6.67,21.56
300.79,0.05,13.88,-3.41,17.34,-6.87,20.8
300.83,-0.24,13.42,-3.65,16.84,-7.06,20.25
300.88,-0.47,13.04,-3.85,16.42,-7.23,19.79
300.92,-0.69,12.73,-4.05,16.08,-7.4,19.44
300.96,-0.91,12.51,-4.27,15.86,-7.62,19.22
301.0,-1.1,12.33,-4.46,15.68,-7.81,19.04
301.04,-1.26,12.17,-4.62,15.53,-7.98,18.89
301.08,-1.42,12.05,-4.79,15.41,-8.15,18.78
301.12,-1.56,11.9,-4.93,15.27,-8.3,18.63
301.17,-1.69,11.76,-5.05,15.12,-8.42,18.48
301.21,-1.82,11.61,-5.18,14.97,-8.54,18.33
301.25,-1.96,11.49,-5.33,14.86,-8.69,18.22
301.29,-2.09,11.42,-5.46,14.79,-8.84,18.17
301.33,-2.02,11.53,-5.41,14.91,-8.79,18.3
301.38,-1.63,12,-5.03,15.41,-8.44,18.82
301.42,-0.88,12.78,-4.3,16.2,-7.71,19.62
301.46,0,13.76,-3.43,17.2,-6.87,20.64
301.5,0.64,14.8,-2.9,18.34,-6.44,21.89
301.54,0.93,15.82,-2.79,19.55,-6.51,23.27
301.58,0.97,16.39,-2.88,20.25,-6.73,24.1
301.62,1.03,16.24,-2.78,20.05,-6.58,23.85
301.67,0.94,15.75,-2.76,19.45,-6.46,23.15
301.71,0.65,15.07,-2.96,18.68,-6.56,22.28
301.75,0.27,14.32,-3.24,17.83,-6.75,21.35
301.79,-0.06,13.73,-3.51,17.18,-6.96,20.63
301.83,-0.34,13.29,-3.75,16.7,-7.16,20.11
301.88,-0.57,12.93,-3.95,16.3,-7.32,19.67
301.92,-0.78,12.62,-4.14,15.97,-7.49,19.33
301.96,-1,12.41,-4.35,15.76,-7.7,19.11
302.0,-1.18,12.24,-4.54,15.59,-7.89,18.94
302.04,-1.34,12.08,-4.69,15.44,-8.05,18.79
302.08,-1.49,11.96,-4.85,15.32,-8.22,18.68
302.12,-1.62,11.81,-4.98,15.16,-8.34,18.52
302.17,-1.74,11.66,-5.09,15.01,-8.44,18.35
302.21,-1.86,11.52,-5.21,14.86,-8.55,18.2
302.25,-2,11.39,-5.34,14.73,-8.69,18.08
302.29,-2.11,11.3,-5.47,14.66,-8.82,18.01
302.33,-2.05,11.4,-5.41,14.77,-8.77,18.13
302.38,-1.66,11.86,-5.05,15.24,-8.43,18.62
302.42,-0.94,12.61,-4.33,16,-7.71,19.39
302.46,-0.06,13.56,-3.47,16.96,-6.87,20.37
302.5,0.56,14.58,-2.95,18.09,-6.46,21.59
302.54,0.84,15.59,-2.84,19.27,-6.53,22.96
302.58,0.88,16.14,-2.93,19.96,-6.74,23.77
302.62,0.94,16,-2.83,19.76,-6.59,23.53
302.67,0.84,15.52,-2.83,19.19,-6.49,22.86
302.71,0.54,14.86,-3.04,18.44,-6.62,22.01
302.75,0.17,14.12,-3.32,17.6,-6.8,21.09
302.79,-0.15,13.53,-3.57,16.95,-6.99,20.37
302.83,-0.42,13.1,-3.8,16.48,-7.18,19.86
302.88,-0.64,12.74,-3.98,16.08,-7.33,19.42
302.92,-0.85,12.44,-4.17,15.77,-7.49,19.09
302.96,-1.07,12.24,-4.39,15.57,-7.72,18.89
303.0,-1.25,12.07,-4.58,15.4,-7.9,18.73
303.04,-1.39,11.92,-4.72,15.24,-8.05,18.57
303.08,-1.54,11.79,-4.88,15.13,-8.21,18.46
303.12,-1.67,11.64,-5,14.97,-8.33,18.3
303.17,-1.78,11.49,-5.1,14.81,-8.42,18.13
303.21,-1.9,11.35,-5.21,14.66,-8.52,17.97
303.25,-2.04,11.22,-5.35,14.54,-8.67,17.85
303.29,-2.15,11.14,-5.47,14.46,-8.8,17.79
303.33,-2.09,11.24,-5.42,14.57,-8.75,17.9
303.38,-1.72,11.69,-5.07,15.04,-8.42,18.39
303.42,-1.01,12.44,-4.37,15.8,-7.73,19.16
303.46,-0.15,13.35,-3.52,16.72,-6.9,20.1
303.5,0.46,14.36,-3.02,17.83,-6.49,21.31
303.54,0.74,15.35,-2.92,19.01,-6.57,22.66
303.58,0.78,15.9,-3,19.67,-6.78,23.45
303.62,0.83,15.76,-2.9,19.49,-6.64,23.23
303.67,0.74,15.29,-2.9,18.93,-6.54,22.57
303.71,0.45,14.63,-3.1,18.18,-6.65,21.72
303.75,0.08,13.9,-3.37,17.36,-6.83,20.81
303.79,-0.22,13.33,-3.61,16.72,-7,20.11
303.83,-0.49,12.9,-3.83,16.25,-7.18,19.6
303.88,-0.7,12.53,-4.01,15.84,-7.31,19.14
303.92,-0.89,12.24,-4.18,15.53,-7.46,18.81
303.96,-1.11,12.04,-4.4,15.33,-7.69,18.62
304.0,-1.29,11.88,-4.58,15.17,-7.87,18.46
304.04,-1.44,11.72,-4.73,15.01,-8.02,18.31
304.08,-1.58,11.61,-4.88,14.91,-8.18,18.21
304.12,-1.72,11.49,-5.03,14.8,-8.33,18.1
304.17,-1.85,11.37,-5.15,14.67,-8.45,17.98
304.21,-1.96,11.24,-5.26,14.54,-8.56,17.84
304.25,-2.1,11.14,-5.4,14.45,-8.71,17.76
304.29,-2.21,11.07,-5.53,14.38,-8.85,17.7
304.33,-2.15,11.15,-5.48,14.48,-8.8,17.8
304.38,-1.79,11.59,-5.13,14.93,-8.48,18.28
304.42,-1.09,12.31,-4.44,15.66,-7.79,19.02
304.46,-0.24,13.2,-3.6,16.55,-6.96,19.91
304.5,0.36,14.17,-3.09,17.62,-6.54,21.07
304.54,0.65,15.13,-2.97,18.75,-6.59,22.37
304.58,0.7,15.65,-3.04,19.39,-6.78,23.13
304.62,0.74,15.52,-2.95,19.22,-6.64,22.91
304.67,0.65,15.07,-2.95,18.67,-6.55,22.27
304.71,0.37,14.42,-3.14,17.93,-6.66,21.45
304.75,0.01,13.72,-3.41,17.14,-6.84,20.57
304.79,-0.3,13.17,-3.67,16.54,-7.03,19.91
304.83,-0.57,12.76,-3.9,16.09,-7.23,19.42
304.88,-0.78,12.41,-4.07,15.7,-7.37,19
304.92,-0.96,12.13,-4.24,15.41,-7.51,18.68
304.96,-1.18,11.95,-4.46,15.23,-7.74,18.52
305.0,-1.35,11.79,-4.64,15.08,-7.92,18.36
305.04,-1.5,11.65,-4.79,14.94,-8.07,18.22
305.08,-1.64,11.54,-4.94,14.84,-8.23,18.14
305.12,-1.77,11.43,-5.08,14.73,-8.38,18.03
305.17,-1.89,11.31,-5.19,14.61,-8.49,17.91
305.21,-1.99,11.18,-5.29,14.48,-8.58,17.77
305.25,-2.13,11.09,-5.43,14.39,-8.73,17.69
305.29,-2.25,11.01,-5.56,14.33,-8.88,17.64
305.33,-2.2,11.09,-5.52,14.42,-8.85,17.74
305.38,-1.86,11.52,-5.2,14.86,-8.54,18.21
305.42,-1.19,12.22,-4.54,15.57,-7.89,18.92
305.46,-0.36,13.06,-3.71,16.42,-7.07,19.77
305.5,0.24,13.99,-3.19,17.43,-6.63,20.86
305.54,0.53,14.92,-3.07,18.52,-6.67,22.12
305.58,0.59,15.42,-3.12,19.12,-6.83,22.83
305.62,0.63,15.29,-3.03,18.95,-6.69,22.61
305.67,0.53,14.84,-3.05,18.42,-6.62,22
305.71,0.25,14.21,-3.25,17.7,-6.74,21.2
305.75,-0.11,13.52,-3.51,16.93,-6.92,20.34
305.79,-0.41,13,-3.76,16.35,-7.12,19.7
305.83,-0.68,12.6,-4,15.92,-7.32,19.24
305.88,-0.89,12.26,-4.18,15.55,-7.47,18.83
305.92,-1.08,11.99,-4.35,15.26,-7.62,18.53
305.96,-1.29,11.82,-4.56,15.1,-7.84,18.37
306.0,-1.46,11.66,-4.74,14.94,-8.02,18.22
306.04,-1.6,11.52,-4.88,14.8,-8.16,18.08
306.08,-1.74,11.4,-5.03,14.69,-8.31,17.97
306.12,-1.88,11.29,-5.17,14.58,-8.46,17.88
306.17,-1.99,11.19,-5.29,14.48,-8.58,17.78
306.21,-2.1,11.07,-5.39,14.36,-8.68,17.65
306.25,-2.23,10.97,-5.53,14.27,-8.83,17.57
306.29,-2.36,10.9,-5.67,14.22,-8.99,17.53
306.33,-2.32,10.98,-5.65,14.31,-8.97,17.64
306.38,-1.99,11.39,-5.33,14.73,-8.67,18.07
306.42,-1.32,12.05,-4.66,15.39,-8.01,18.74
306.46,-0.48,12.85,-3.82,16.19,-7.15,19.52
306.5,0.13,13.74,-3.28,17.15,-6.68,20.55
306.54,0.42,14.65,-3.14,18.21,-6.7,21.76
306.58,0.47,15.11,-3.19,18.77,-6.85,22.43
306.62,0.51,14.99,-3.11,18.61,-6.73,22.23
306.67,0.39,14.57,-3.15,18.11,-6.7,21.66
306.71,0.1,13.96,-3.37,17.42,-6.83,20.89
306.75,-0.25,13.28,-3.63,16.66,-7.01,20.04
306.79,-0.55,12.77,-3.88,16.1,-7.21,19.43
306.83,-0.81,12.38,-4.11,15.68,-7.4,18.98
306.88,-1.01,12.05,-4.27,15.31,-7.54,18.58
306.92,-1.19,11.79,-4.44,15.04,-7.69,18.29
306.96,-1.4,11.62,-4.65,14.87,-7.9,18.13
307.0,-1.56,11.47,-4.81,14.73,-8.07,17.98
307.04,-1.69,11.32,-4.95,14.58,-8.2,17.83
307.08,-1.83,11.21,-5.09,14.47,-8.34,17.73
307.12,-1.95,11.1,-5.21,14.36,-8.47,17.62
307.17,-2.06,10.99,-5.32,14.25,-8.58,17.51
307.21,-2.15,10.87,-5.41,14.12,-8.66,17.38
307.25,-2.28,10.77,-5.54,14.03,-8.8,17.3
307.29,-2.4,10.71,-5.67,13.99,-8.95,17.27
307.33,-2.36,10.79,-5.65,14.08,-8.94,17.37
307.38,-2.03,11.18,-5.33,14.49,-8.64,17.79
307.42,-1.38,11.82,-4.68,15.12,-7.98,18.42
307.46,-0.55,12.6,-3.84,15.89,-7.13,19.17
307.5,0.05,13.46,-3.3,16.82,-6.65,20.17
307.54,0.33,14.35,-3.18,17.86,-6.68,21.36
307.58,0.37,14.81,-3.23,18.42,-6.84,22.03
307.62,0.41,14.7,-3.17,18.27,-6.74,21.85
307.67,0.28,14.3,-3.22,17.81,-6.73,21.31
307.71,0,13.69,-3.42,17.11,-6.84,20.53
307.75,-0.34,13.02,-3.68,16.36,-7.02,19.7
307.79,-0.63,12.53,-3.92,15.82,-7.21,19.11
307.83,-0.89,12.16,-4.16,15.42,-7.42,18.69
307.88,-1.09,11.85,-4.33,15.08,-7.56,18.31
307.92,-1.28,11.61,-4.5,14.83,-7.73,18.05
307.96,-1.48,11.44,-4.71,14.67,-7.94,17.9
308.0,-1.64,11.29,-4.87,14.52,-8.1,17.75
308.04,-1.77,11.15,-5,14.38,-8.23,17.61
308.08,-1.91,11.04,-5.15,14.28,-8.38,17.51
308.12,-2.04,10.95,-5.29,14.2,-8.53,17.44
308.17,-2.15,10.85,-5.4,14.1,-8.65,17.35
308.21,-2.25,10.74,-5.5,13.98,-8.74,17.23
308.25,-2.38,10.65,-5.63,13.91,-8.89,17.17
308.29,-2.5,10.6,-5.77,13.87,-9.04,17.15
308.33,-2.47,10.68,-5.75,13.97,-9.04,17.26
308.38,-2.15,11.07,-5.45,14.37,-8.76,17.67
308.42,-1.51,11.68,-4.8,14.98,-8.1,18.28
308.46,-0.68,12.43,-3.95,15.71,-7.23,18.98
308.5,-0.06,13.27,-3.39,16.6,-6.73,19.93
308.54,0.22,14.13,-3.25,17.61,-6.73,21.08
308.58,0.27,14.57,-3.3,18.14,-6.87,21.72
308.62,0.3,14.47,-3.25,18.01,-6.79,21.56
308.67,0.15,14.1,-3.34,17.59,-6.83,21.07
308.71,-0.16,13.51,-3.58,16.93,-6.99,20.35
308.75,-0.51,12.87,-3.86,16.22,-7.2,19.56
308.79,-0.81,12.4,-4.12,15.7,-7.42,19
308.83,-1.07,12.05,-4.35,15.33,-7.63,18.61
308.88,-1.27,11.74,-4.53,14.99,-7.78,18.25
308.92,-1.47,11.52,-4.72,14.76,-7.96,18.01
308.96,-1.67,11.35,-4.93,14.61,-8.18,17.87
309.0,-1.83,11.2,-5.09,14.46,-8.34,17.72
309.04,-1.97,11.05,-5.22,14.31,-8.48,17.56
309.08,-2.09,10.94,-5.35,14.2,-8.61,17.46
309.12,-2.22,10.86,-5.49,14.13,-8.76,17.4
309.17,-2.34,10.76,-5.61,14.03,-8.88,17.31
309.21,-2.44,10.65,-5.71,13.92,-8.98,17.19
309.25,-2.56,10.57,-5.84,13.85,-9.13,17.13
309.29,-2.68,10.51,-5.98,13.81,-9.27,17.1
309.33,-2.65,10.59,-5.96,13.9,-9.27,17.21
309.38,-2.34,10.96,-5.66,14.29,-8.99,17.61
309.42,-1.7,11.56,-5.01,14.87,-8.33,18.18
309.46,-0.87,12.27,-4.16,15.56,-7.45,18.84
309.5,-0.24,13.07,-3.57,16.39,-6.9,19.72
309.54,0.05,13.89,-3.41,17.35,-6.87,20.81
309.58,0.1,14.31,-3.45,17.86,-7.01,21.41
309.62,0.11,14.22,-3.42,17.75,-6.95,21.27
309.67,-0.05,13.86,-3.53,17.34,-7,20.81
309.71,-0.36,13.29,-3.77,16.7,-7.18,20.11
309.75,-0.71,12.66,-4.05,16,-7.39,19.35
309.79,-1.01,12.21,-4.31,15.52,-7.62,18.82
309.83,-1.27,11.89,-4.56,15.18,-7.85,18.48
309.88,-1.47,11.62,-4.75,14.89,-8.02,18.16
309.92,-1.68,11.42,-4.95,14.69,-8.22,17.96
309.96,-1.89,11.27,-5.18,14.56,-8.47,17.85
310.0,-2.05,11.13,-5.35,14.43,-8.64,17.72
310.04,-2.19,10.99,-5.49,14.29,-8.78,17.58
310.08,-2.33,10.88,-5.63,14.19,-8.94,17.49
310.12,-2.46,10.8,-5.77,14.11,-9.08,17.43
310.17,-2.57,10.7,-5.88,14.02,-9.2,17.34
310.21,-2.66,10.6,-5.98,13.92,-9.29,17.23
310.25,-2.78,10.52,-6.11,13.85,-9.44,17.17
310.29,-2.89,10.47,-6.23,13.81,-9.57,17.14
310.33,-2.86,10.55,-6.21,13.9,-9.56,17.25
310.38,-2.54,10.9,-5.9,14.26,-9.26,17.62
310.42,-1.89,11.45,-5.23,14.79,-8.57,18.13
310.46,-1.07,12.12,-4.37,15.42,-7.66,18.71
310.5,-0.44,12.88,-3.77,16.21,-7.1,19.54
310.54,-0.15,13.67,-3.6,17.13,-7.06,20.58
310.58,-0.09,14.07,-3.63,17.61,-7.17,21.16
310.62,-0.1,14.01,-3.63,17.53,-7.16,21.06
310.67,-0.27,13.67,-3.75,17.15,-7.23,20.63
310.71,-0.57,13.1,-3.99,16.52,-7.4,19.94
310.75,-0.9,12.49,-4.25,15.84,-7.6,19.19
310.79,-1.2,12.05,-4.51,15.37,-7.82,18.68
310.83,-1.45,11.75,-4.76,15.05,-8.06,18.35
310.88,-1.66,11.48,-4.94,14.77,-8.23,18.05
310.92,-1.86,11.29,-5.14,14.58,-8.43,17.86
310.96,-2.06,11.14,-5.36,14.44,-8.66,17.74
311.0,-2.22,11.01,-5.53,14.31,-8.83,17.62
311.04,-2.37,10.88,-5.68,14.19,-8.99,17.5
311.08,-2.51,10.78,-5.83,14.1,-9.16,17.42
311.12,-2.64,10.7,-5.98,14.04,-9.32,17.37
311.17,-2.76,10.61,-6.1,13.96,-9.45,17.3
311.21,-2.86,10.53,-6.21,13.87,-9.55,17.22
311.25,-2.98,10.46,-6.34,13.82,-9.7,17.18
311.29,-3.08,10.41,-6.46,13.78,-9.83,17.15
311.33,-3.06,10.49,-6.44,13.88,-9.83,17.26
311.38,-2.75,10.84,-6.14,14.24,-9.54,17.64
311.42,-2.1,11.38,-5.47,14.75,-8.84,18.12
311.46,-1.27,12.02,-4.6,15.35,-7.92,18.67
311.5,-0.64,12.76,-3.99,16.11,-7.34,19.45
311.54,-0.33,13.52,-3.79,16.98,-7.26,20.45
311.58,-0.25,13.9,-3.79,17.44,-7.33,20.98
311.62,-0.27,13.84,-3.79,17.37,-7.32,20.89
311.67,-0.44,13.52,-3.93,17.01,-7.42,20.5
311.71,-0.75,12.97,-4.18,16.41,-7.61,19.84
311.75,-1.09,12.39,-4.46,15.76,-7.83,19.12
311.79,-1.39,11.97,-4.73,15.31,-8.07,18.65
311.83,-1.65,11.67,-4.98,15.01,-8.31,18.34
311.88,-1.85,11.42,-5.17,14.74,-8.49,18.05
311.92,-2.05,11.23,-5.37,14.56,-8.69,17.88
311.96,-2.25,11.09,-5.58,14.42,-8.91,17.76
312.0,-2.41,10.97,-5.75,14.32,-9.1,17.66
312.04,-2.55,10.85,-5.9,14.2,-9.25,17.55
312.08,-2.69,10.75,-6.05,14.11,-9.41,17.47
312.12,-2.82,10.67,-6.19,14.04,-9.56,17.42
312.17,-2.92,10.58,-6.3,13.96,-9.68,17.34
312.21,-3.02,10.49,-6.39,13.87,-9.77,17.25
312.25,-3.13,10.42,-6.52,13.81,-9.91,17.2
312.29,-3.23,10.37,-6.63,13.77,-10.03,17.17
312.33,-3.2,10.45,-6.61,13.86,-10.02,17.28
312.38,-2.88,10.78,-6.3,14.2,-9.71,17.62
312.42,-2.23,11.29,-5.61,14.67,-8.99,18.05
312.46,-1.42,11.91,-4.75,15.24,-8.08,18.57
312.5,-0.78,12.61,-4.13,15.96,-7.48,19.3
312.54,-0.46,13.34,-3.91,16.79,-7.37,20.25
312.58,-0.38,13.72,-3.9,17.24,-7.42,20.76
312.62,-0.39,13.66,-3.91,17.18,-7.42,20.69
312.67,-0.57,13.36,-4.05,16.84,-7.53,20.32
312.71,-0.87,12.82,-4.29,16.25,-7.72,19.67
312.75,-1.2,12.25,-4.57,15.61,-7.93,18.98
312.79,-1.5,11.85,-4.84,15.19,-8.17,18.53
312.83,-1.76,11.58,-5.09,14.91,-8.42,18.25
312.88,-1.95,11.34,-5.28,14.66,-8.6,17.99
312.92,-2.15,11.17,-5.47,14.5,-8.8,17.83
312.96,-2.34,11.04,-5.68,14.38,-9.02,17.72
313.0,-2.49,10.92,-5.85,14.27,-9.2,17.63
313.04,-2.64,10.8,-6,14.16,-9.35,17.52
313.08,-2.78,10.71,-6.15,14.08,-9.52,17.45
313.12,-2.91,10.63,-6.29,14.02,-9.67,17.4
313.17,-3.01,10.55,-6.4,13.94,-9.79,17.33
313.21,-3.11,10.47,-6.5,13.86,-9.9,17.26
313.25,-3.23,10.41,-6.63,13.82,-10.04,17.22
313.29,-3.33,10.37,-6.75,13.79,-10.17,17.21
313.33,-3.3,10.45,-6.74,13.89,-10.18,17.33
313.38,-3,10.77,-6.44,14.21,-9.88,17.65
313.42,-2.35,11.25,-5.75,14.65,-9.15,18.05
313.46,-1.52,11.83,-4.86,15.17,-8.2,18.51
313.5,-0.88,12.5,-4.23,15.85,-7.58,19.19
313.54,-0.55,13.2,-3.98,16.64,-7.42,20.07
313.58,-0.45,13.54,-3.95,17.04,-7.45,20.54
313.62,-0.47,13.5,-3.96,16.99,-7.45,20.48
313.67,-0.66,13.21,-4.12,16.68,-7.59,20.14
313.71,-0.97,12.69,-4.38,16.1,-7.8,19.52
313.75,-1.31,12.14,-4.67,15.5,-8.03,18.86
313.79,-1.6,11.77,-4.95,15.11,-8.29,18.45
313.83,-1.86,11.5,-5.2,14.84,-8.54,18.18
313.88,-2.05,11.28,-5.39,14.62,-8.72,17.95
313.92,-2.24,11.12,-5.58,14.47,-8.92,17.81
313.96,-2.43,11,-5.78,14.36,-9.14,17.72
314.0,-2.58,10.89,-5.95,14.25,-9.32,17.62
314.04,-2.72,10.77,-6.1,14.14,-9.47,17.52
314.08,-2.86,10.67,-6.24,14.06,-9.62,17.44
314.12,-2.99,10.6,-6.38,13.99,-9.78,17.39
314.17,-3.09,10.52,-6.49,13.92,-9.89,17.32
314.21,-3.18,10.43,-6.58,13.84,-9.99,17.24
314.25,-3.3,10.36,-6.71,13.77,-10.12,17.19
314.29,-3.4,10.31,-6.82,13.74,-10.25,17.17
314.33,-3.38,10.39,-6.82,13.84,-10.26,17.28
314.38,-3.08,10.71,-6.53,14.16,-9.97,17.6
314.42,-2.45,11.19,-5.85,14.59,-9.26,18
314.46,-1.64,11.75,-4.98,15.1,-8.33,18.45
314.5,-1,12.4,-4.35,15.75,-7.7,19.1
314.54,-0.66,13.07,-4.09,16.51,-7.53,19.94
314.58,-0.55,13.4,-4.04,16.89,-7.53,20.38
314.62,-0.58,13.36,-4.07,16.85,-7.55,20.33
314.67,-0.77,13.08,-4.23,16.54,-7.69,20
314.71,-1.09,12.56,-4.5,15.97,-7.91,19.38
314.75,-1.43,12.03,-4.79,15.39,-8.16,18.76
314.79,-1.72,11.66,-5.07,15.01,-8.42,18.35
314.83,-1.99,11.4,-5.34,14.75,-8.69,18.1
314.88,-2.18,11.19,-5.53,14.53,-8.87,17.87
314.92,-2.37,11.03,-5.72,14.39,-9.08,17.74
314.96,-2.56,10.91,-5.92,14.28,-9.29,17.64
315.0,-2.71,10.8,-6.09,14.18,-9.47,17.55
315.04,-2.85,10.68,-6.24,14.06,-9.62,17.45
315.08,-2.98,10.58,-6.38,13.97,-9.77,17.36
315.12,-3.11,10.51,-6.51,13.91,-9.91,17.31
315.17,-3.21,10.42,-6.61,13.83,-10.02,17.24
315.21,-3.29,10.34,-6.7,13.75,-10.11,17.16
315.25,-3.41,10.27,-6.83,13.69,-10.25,17.11
315.29,-3.51,10.23,-6.95,13.66,-10.38,17.1
315.33,-3.5,10.31,-6.95,13.76,-10.4,17.21
315.38,-3.21,10.62,-6.66,14.08,-10.12,17.53
